Word,Replacement
sumoneatur,sumoneantur
submoneantur,sumoneantur
sumoniantur,sumoneantur
sumonebantur,sumoneantur
defendantur,defendatur
abrincensis,abrincensi
norhamtonia,norhamtona
norhamtonam,norhamtonia
conestabuli,constabuli
calumpniati,calumpniari
calumpniata,calumpniari
calumpniat,calumpniari
calumpnianti,calumnianti
balderuinus,baldeuinus
forestagium,forestarium
oferentibus,ferentibus
heldeberandi,heldebrandi
hildebrandi,hildebrand
substitutis,substitutus
substituti,substitutus
restituerentur,restitueretur
destitueretur,restitueretur
eleemozinam,elemozinam
prouidenciam,prouidentiam
cicestriensi,cicestrensi
ciscestriensi,cicestrensi
standfordia,standforda
calumpniandi,calumpniando
calumniando,calumpniando
destruerentur,destrueretur
inquietantur,inquietentur
consequenciam,consequentiam
consequentium,consequentiam
disaisiantur,disaisiatur
disaisirentur,disaisientur
berkelaihernes,berkelaihernese
substituet,substituent
substituant,substituat
uastationem,uastatione
disponentur,disponuntur
bedeminstre,bedeministre
bedministre,bedministr
falconarium,falconarius
falsonarius,falconarius
falconaris,falconarius
fulconarius,falconarius
communicandum,comunicandum
superposito,superposita
sneleslunda,sneleslund
conducendis,conducendi
conducendo,conducendos
refutatione,reputatione
interpretatam,interpretatas
agitabantur,agitabatur
renuntiaui,renuntiauit
misericordem,misericordes
misericorde,misericordes
expedierint,expedierit
iamdictorum,iamdictarum
multarumque,multorumque
aprobatorum,probatorum
restituerimus,restitueremus
fredeswidam,fredeswida
subicientibus,suficientibus
exequeremur,exequeretur
exequerentur,exequeretur
protestabitur,protestabatur
rauenestorpe,rauenestorp
rauenetorp,rauenestorp
remoueatur,remoueantur
remouentur,remoueantur
macinabimur,macinabitur
westbarsham,estbarsham
consecratoris,consecratores
apelauerint,apelauerit
substituendo,substituendi
doneceastre,donecastre
tarlestorpe,carlestorpe
intemperies,intemperiem
intemperie,intemperiem
usitatorum,uisitatorum
intolerabilis,intolerabiles
intolerabile,intolerabiles
confederati,confederatio
cordewanarium,cordewanarius
firmantibus,afirmantibus
affirmantibus,afirmantibus
destinandas,destinandos
berkamstede,bercamstede
bercamstude,bercamstede
subuicecomiti,subuicecomite
manifestus,manifestius
iudicauerint,iudicauerunt
acomodauerunt,comodauerunt
comodauerint,acomodauerunt
renuntiaset,renuntiase
renuntiationis,renuntiationi
walengeford,walingeford
warengeford,walingeford
walengefort,walingeford
walengford,walingeford
walengefor,walingeford
lanstauatona,lanstauetona
lanstaueton,lanstauetona
sustentande,sustentandi
renuntiatio,renuntiatis
renunciato,renunciatio
denunciatio,renunciatio
brancestre,brauncestre
hemelinton,hemelington
hemelingtone,hemelington
hemlington,hemelington
hemeligton,hemelington
indulserint,indulserit
indulserant,indulserunt
amiteremus,admiteremus
intrusione,intrusionem
manescestre,manescestr
debilitati,debilitatis
debilitatus,debilitatis
inplacitentur,implacitentur
implacitetur,inplacitentur
exprimendis,exprimendas
exprimendos,exprimendo
distringendas,distringendos
destringendos,distringendos
fundentibus,fungentibus
tiueteshale,tiueteshal
heuenigham,heueningham
heueuningham,heueningham
heueingham,heueningham
heueningeham,heueningham
fingringaho,fingringeho
fingringehou,fingringeho
perhibente,perhibentes
perhibentis,perhibetis
perhibentem,perhibentes
intelligere,inteligere
materfamilias,paterfamilias
westrington,estrington
estringtona,estrington
comprehensos,comprehensis
licfeldensi,licfeldensis
obtinuerint,obtinuerunt
obtinuerant,obtinuerat
obtinuerit,obtinuerunt
pontemaudomari,ponteaudomari
pretiosisimis,pretiosisimi
botenesford,botnesford
confiteantur,confitentur
reseruandos,reseruando
parcamenario,pargamenario
percamenarii,parcamenarii
sudecampes,sudecaumpes
sutecaumpes,sudecaumpes
sudecaumpe,sudecaumpes
necessarius,necessariis
atornabimus,atornauimus
discalciato,discalciati
loquerentur,loqueretur
contemptabiliter,contemptibiliter
equiualentis,equiualentes
equiualente,equiualentes
acquietandos,acquietandis
cemereford,celmereford
celmereforde,celmerforde
celmerefod,celmereford
celmerford,celmerforde
celmeresford,cilmeresford
lateranense,lateranensi
manucepimus,manucapimus
prosternantur,prosternatur
prosternetur,prosternantur
recuperandus,recuperandas
examinatorem,examinatorum
conuenientium,conuenientiam
productarum,productorum
excommunicantes,excomunicantes
disputationem,disputatione
dunestapele,dunestaple
predixerunt,prefixerunt
prefigendis,prefigendi
prouocentur,prouocetur
leircestre,leircestrie
leircestren,leircestrie
conuertamus,conuertimus
conualuerint,conualuerit
beningwurte,beningwrte
brikelewrt,brikeleswrt
satisfacerent,satisfaceret
wincecumba,wincecumbia
persoluentem,persoluentes
transmitente,transmitent
brumesfelda,brumesfelde
hindoluestun,hindolueston
waitelandesheued,waitelandisheued
indemnitatibus,indempnitatibus
arbitrariam,arbitrarium
contribuet,contribuent
contribuant,contribuent
implacitati,implacitari
implacitaui,implacitari
implacitat,implacitari
custodientur,custodiantur
custodiuntur,custodiantur
disentiones,disensiones
disentione,disensiones
discentiones,disentionis
confitentis,confitentes
confitenti,confitentes
cuderinton,cuderintone
optinuisent,optinuiset
omitentibus,mitentibus
responderent,responderunt
responderint,responderunt
calumniauerit,calumpniauerit
calumpniauerat,calumpniauerit
wapentakium,wapentatium
uapentatium,wapentatium
inteligitur,inteligatur
inteligetur,inteligatur
subueniemus,subueniamus
enumerandas,enumeranda
comparuimus,comparimus
conuentrenc,conuentren
spaldingensi,spaldingensis
spaldingenses,spaldingensem
hokenertona,hokenortona
hokenartona,hokenortona
hokenortone,hokenertona
hokenorton,hokenortona
renuntiauerit,renuntiauerunt
renunciauerat,renunciauerit
stalinburgh,stainburgh
representari,representare
representaret,representare
iluminator,iluminatore
luminatore,iluminatore
celebautone,celebauton
celebautona,celebauton
possibilitatis,posibilitatis
posibilitati,posibilitatis
congerentur,conferantur
prouenturas,prouenturis
prouenturi,prouenturis
prouenturos,prouenturo
proportione,proportionem
proportiones,proportionem
descenderat,descendebat
propitietur,propicietur
proicietur,propicietur
pronunciari,pronuntiari
pronuntiare,pronunciari
declaranda,declarandam
declarandas,declarandam
interogatis,interogatus
inparcentur,imparcentur
imparcantur,inparcentur
imparcetur,imparcentur
cumquencat,cumquenecat
cumquenecac,cumquenecat
contradicendi,contradicendo
contradicend,contradicendo
cirograpari,cirograpati
cirograpario,cirograpati
cirograpare,cirograpati
absoluantur,absoluatur
apropriarunt,apropriabunt
decantentur,decantantur
adquietantia,acquietantia
aquietantia,acquietantia
benefactor,benefactori
obseruantiis,obseruantias
substitutionem,substitutione
substitutioni,substitutione
substitutiones,substitutione
sustitutione,substitutione
contraierunt,contraxerunt
contraxerant,contraxerunt
reuertente,reuertentes
reuertentem,reuertentes
reuerentes,reuertentes
prostrauerant,prostrauerat
perturbauerat,perturbauerit
pronuntiandum,pronunciandum
subuentionis,subuentiones
conscienciam,consciencia
matrimonialis,matrimoniali
matrimonialia,matrimoniali
subportabit,suportabit
quesiuerunt,quesierunt
lotegarsale,lotegarshale
lotegarshal,lotegarshale
lutegarshale,lotegarshale
redecimationes,redecimationem
edolmistona,edolmiston
conuicarii,conuicariis
interfectis,interiectis
panteleonis,pantaleonis
exhibentur,exhibeantur
ratificationi,ratificationis
seruiuerunt,seruierunt
residencia,residenciam
extorqueat,extorqueant
exheredatione,exheredationem
crokesforde,crokesford
congregandas,congregandis
congregandam,congregandum
congregande,congreganda
congregauit,congregabit
congregavit,congregabit
congregabat,congregabit
tractauerant,tractauerunt
tractauerint,tractauerit
exemptioni,exemptionis
impediuerit,impedierit
aldingburn,aldingeburn
aldingeburne,audingeburne
audingeburn,audingeborn
redicimationem,redecimationem
perdurarent,perdurasent
perdurarint,perdurarunt
bisobesheite,bisopesheite
iudicabantur,iudicabuntur
cooperiendam,cooperiendum
leprosaria,leprosariam
comparendum,comparandum
comperandum,comparandum
sententiandum,sentenciandum
sentenciendum,sentenciandum
sunderland,sunderlande
bracebrigge,bracebrige
inspiciendam,inspiciendas
uestrarumque,uestrorumque
satisfacientis,satisfaciendi
perturbandos,perturbando
perturbanda,perturbando
virginitate,uirginitate
ipotecarius,apotecarius
apotecarium,apotecarius
supletionem,suplectionem
suplectione,subjectione
suplectionemc,suplectionem
edificationi,edificationis
pronuntiauerunt,pronunciauerunt
pentecostis,pentecostes
pentecosti,pentecostes
expendendum,expendendam
expendenda,expendendam
matrimonialibus,patrimonialibus
separatione,reparatione
seperalitate,separalitate
instantissime,instantisime
reconuentionem,reconuentione
franckeuile,frankeuile
pronunciationi,pronunciatione
pronuntiationi,pronunciatione
pronunciationis,pronuntiationi
iniuriantur,iniuriatur
prorogationem,prorogatione
perpetuatione,perpetratione
persequentis,persequentes
dilectabile,delectabile
delectabili,delectabilia
sequerentur,sequeretur
barbitonsori,barbitonsoris
barbitonsor,barbitonsore
piuelesdone,piuelesdon
consulendam,consulendum
consulendus,consulendis
brugwalteri,brugewalteri
bruggwalteri,brugewalteri
westakeborn,estakeborn
expectationem,expectatione
expectationi,expectatione
retribuerem,retribuere
designatione,resignatione
designationi,resignatione
uuandalmodi,uuandalmodis
angeriacensis,angeliacensis
angeliacensi,angeliacense
peruasionem,persuasionem
persuasione,persuassione
habitauerit,habitauerint
habitauerunt,habitauerint
abitauerint,habitauerint
religiosisimi,religiosissimi
religiosisime,religiosisimo
trenortiensium,trenorciensium
trinorciensium,trenorciensium
trenorcensium,trenorciensium
adfirmarent,afirmarent
maginfredus,mainfredus
persolueretur,persoluerentur
comparauerit,comparuerit
comparauerant,comparauerat
siluiniacum,siliniacum
berieclesie,berieclesia
mauziacense,mauziacensem
maziacensem,mauziacensem
denominatur,denominetur
garantizandam,garantizanda
garentizanda,garantizanda
warantizanda,garantizanda
garantizando,garantizanda
garandizanda,garantizanda
garantizande,garandizanda
soliacensi,soiliacensi
edificaret,edificarent
responsorum,responsorem
milidunensi,miledunensi
milidunenses,milidunensem
reedificabit,reedificauit
reedificavit,reedificauit
reedificaui,reedificauit
dominicaturas,dominicatura
dominicaturam,dominicatura
uentiodorensis,uentiodorensi
uentiodorense,uentiodorensis
compendienses,compendiensis
compendiensi,compendiensis
herlebaudus,erlebaudus
uilafereolii,uilafereoli
corbeiensis,corbeiensi
rubeimontem,rubeumontem
iouiniacensi,iouiniacensis
iouiniacenses,iouiniacensis
uerpiuerunt,werpiuerunt
uuerpiuerunt,guerpiuerunt
guirpiuerunt,guerpiuerunt
gerpiuerunt,werpiuerunt
eorundemque,eorumdemque
earumdemque,eorumdemque
recognoscebant,recognoscebat
conserueretur,construeretur
prouiniensis,pruuiniensis
extirpandam,extirpanda
edificarentur,edificaretur
computauerunt,comutauerunt
comutauerint,comutauerunt
comutauerant,comutauerunt
cambiatoris,cambitoris
scambitoris,cambitoris
molturengie,multurengie
uergiacensis,uergiacenses
montisanctiiohanis,montesanctiiohanis
montesanctiioanis,montesanctiiohanis
reducerentur,reduceretur
deduceretur,reduceretur
pratogilberti,pratogileberti
aualoniensem,aualonensem
aualonense,aualonensem
acquitauit,acquietauit
acquictauit,acquietauit
pontemsuperionam,pontesuperionam
maleiregis,maleioregis
argenuerias,argenueriis
craantauerunt,creantauerunt
beatecolombe,beatecolumbe
noscebantur,noscebatur
sistaricensi,sistaricensis
sistaritensis,sistaricensis
definitorum,difinitorum
difinitoram,difinitorum
peiorationem,peioratione
namucensis,namurcensis
trigesimosexto,tricesimosexto
calagurense,calagurensem
promititque,promisitque
garantisiam,garantisia
custamentis,custamenti
constamentis,costamentis
coustamentis,costamentis
aspromonte,asperomonte
asociationem,asociatione
asignamenta,asignamento
uermentonio,uermentono
uermantonis,uermentonis
berceriaslamengot,berceriaslameingot
berceriaslemeingot,berceriaslemeinguot
berceriislameingot,berceriislamingot
sumbernonis,sumbernionis
amortificationem,admortificationem
admortificatione,admortificationem
nemausensi,nemausensis
boucigniaco,bocigniaco
campigniacum,campiniacum
tastesaueur,tatesaueur
berceriasmeingoti,berceriasmaingoti
berceriasmangoti,berceriismangoti
talemetariis,talemetarii
tailabiles,tailiabiles
stanbeorhge,stanbeorge
inprecatione,imprecatione
archiepiscopos,archiepiscopus
archiepiscopns,archiepiscopus
archiepiscopatum,arciepiscopatum
welmesforde,walmesforde
walmesford,walmesforde
descriptionem,descriptione
dominacione,dominatione
dampnaturum,dampnatorum
damnatorum,dampnatorum
confessori,confessoris
perducantur,perducatur
sanctioribus,sanctionibus
englelandes,engelelandes
possessiuncula,possessiunculam
stangedelf,stangedelfe
cuthberhtus,cuthbertus
inextricabile,inextricabilem
inextricabilis,inextricabili
possideantque,possideatque
peregrinaris,peregrinari
sequestrati,sequestratis
sequestratam,sequestrata
sequestrate,sequestrare
sequestrato,sequestrabo
brihtuualdus,bhihtuualdus
segregandis,segregandos
provincialibus,prouincialibus
prevaricare,prevaricari
berhtualdus,berhtualdum
berehtuualdus,berhtuualdus
berhtuualdum,berhtualdum
cessationie,cessatione
benedicantur,benedicatur
benedicetur,benedicatur
servarentur,servaretur
perfruenda,perfruendam
perfruendas,perfruendam
brythwaldus,brithwaldus
brithwoldus,brithwaldus
britwaldus,brihtwaldus
deterrioranda,deterioranda
deteriorando,deterioranda
adstipulantibus,astipulantibus
stipulantibus,astipulantibus
substanciam,substantiam
substancia,substantiam
manifestaturi,manifestatur
manifestetur,manifestentur
concesores,concessores
inuisibiles,inuisibilia
inuisibilem,inuisibile
subscribunt,subscribant
subscribat,subscribant
deiglesford,deilesford
preuenerint,reuenerint
pitericesham,piterichesham
sutemeresfelda,suthemeresfelda
presumpcionem,presumptionem
insolentia,insolentiam
antecidente,antecedente
posteriores,posterioris
sacratissime,sacratisime
sacratissimi,sacratisime
malivoloque,maliuoloque
importuniis,importunis
hathoredus,heathoredus
heathoredum,heathoredus
custodiantibus,custodientibus
selethryth,selethrythe
selethrithe,silethrithe
firmissimi,firmissimis
firmisimis,firmissimis
asportentur,asportetur
anatematizetur,anathematizetur
benediccione,benedictione
cujuscunque,cuiuscunque
stanhemstede,stanhamstede
beornthryth,beornthrythe
presumserint,presumpserint
presumerint,presumserit
comprehendi,comprehendit
conprehendit,comprehendit
comprehendite,comprehendit
contumatia,contumatiam
contumatias,contumatiam
aliquantula,aliquantulam
aliquantulo,aliquantulam
aliquantule,aliquantulam
aliquantul,aliquantulam
contenderint,contenderunt
religiosissimis,religiosisimi
congregaret,congregare
incontaminati,incontaminata
incontaminato,incontaminata
crudelissima,crudelissimas
internicionem,internitionem
stabiliendam,stabilienda
stabiliendo,stabilienda
cristicolis,christicolis
christocolis,christicolis
abbendunensi,abbandunensi
abbandunensie,abbandunensi
abbandunensis,ebbandunensis
contestatio,contestati
inimicitias,inimicitiam
inimiciciam,inimicitiam
perplurimus,perplurimis
meditationem,modiationem
meditacione,meditacionem
medietatione,meditatione
mediatione,modiationem
commoditate,comoditate
confusionis,confesionis
tentaverint,tentaverit
dcccxxxiii,dcccxxxviii
dcclxxxviii,dcclxxviii
dcccxxxviiii,dcclxxviiii
dccxxxviii,dcclxxviiii
dccclxxviii,dcccclxxiii
dccclxxxviii,dccclxxxviiii
northhimbra,northhymbra
indigentia,indigentiam
indigentias,indigentiis
seperaliter,seueraliter
wulfthrithe,wulfthrythe
wulfthryth,wulfthrythe
constituerentur,constitueretur
multiplicetur,multiplicentur
foregencgan,foregengan
contrarietates,contrarietatem
famosisimus,famosissimus
wintancestre,wintanceastre
aldormonnes,ealdormannes
loquebantur,loquebatur
properante,prosperante
debacchando,debachando
tortitudinis,fortitudinis
administrantes,administrante
aministrante,administrante
euuangelicum,euangelicum
euuangelicam,euangelicum
euuangelicus,euangelicum
modulatione,modulationes
niothewearde,niotheweardne
neothewerde,neothewearde
fernbeorgan,fernbeorgen
feornbeorgan,feornbergan
lamentacione,lamentatione
circumscripto,circumscripta
circumscriptam,circumscripta
seueritati,seueritatis
severitatis,seueritatis
affirmavimus,affirmauimus
prevaricationem,preuaricationem
preuaricacionem,prevaricationem
preuaricatione,preuaricationem
providencia,prouidencia
hilaritatem,hilaritate
tradicionem,traditionem
tradictionem,traditionem
prerogatiuum,prerogatiuam
prerogativum,prerogatiuam
reperiuntur,reperiantur
repperiuntur,reperiantur
reperientur,reperiantur
contrahatur,contrahantur
resistebat,resistebant
desistebant,resistebant
sunnanbyrig,sunnanbyrg
psalmigraphum,psalmigraphus
psalmigrapus,psalmigraphus
perdurantes,perdurante
perdurantem,perdurante
portegerefa,portgerefa
comparantur,comparentur
postgenitus,postgenitis
subuenirent,subueniret
desideraverit,desiderauerit
desiderauerat,desiderauerit
discutiendam,discutiendum
incorruptibili,incorruptibile
incorruptibilem,incurruptibilem
prothoplastum,protoplastum
protoplastus,protoplastum
subpeditantes,suppeditantes
versipellis,uersipellis
clamdestino,clamdestine
clandestina,clandestino
sabbellianasque,sabellianasque
stimulatione,stimulacione
prohibentur,prohibeatur
prohibetur,prohibeatur
excercendam,excercenda
adminiculum,amminiculum
luculentissimo,luculentissime
proficienes,proficiens
proficisens,proficiscens
frythegystes,frythegistes
frythgistes,frythegistes
frithegistes,frythegistes
dominancium,dominantium
monawurthiges,monawyrthiges
monawyrthige,monawyrthiges
partiebatur,partiebantur
eflagitans,efflagitans
mercenariis,mercenarius
spiritualitate,spiritualitatem
terminationes,terminatione
terminationem,terminatione
terminacione,terminatione
postulantur,postulatur
dcccclxxxii,dcccclxxxvii
conficiendis,conficiendi
conficiendo,conficiendi
dcccclxxxvi,dcccclxxxvii
dcccclxxxv,dcccclxxxvii
dcccclxxvi,dcccclxxxvii
dcccclxxxi,dcccclxxxvii
impetrantem,impetrante
congregacioni,congregationi
delectantur,delectatur
suffragator,suffragatore
permitterent,permiterent
obliviscendo,obliuiscendo
stathelfast,stathelfest
macinationis,machinationis
dccccxcviii,dccccxcvii
mutuationes,mutuationis
insurgente,insurgentes
poenitentiam,penitentiam
fluctuantes,fluctuantis
laborauerat,laborauerit
contritionem,contritione
conjugisque,conjugique
saluberimam,saluberrima
sanctissimus,sanctisimus
intentibus,intuentibus
sepenominatum,sepenominatam
inferiorisve,inferiorisue
brihtwoldus,brihtwaldus
bryhtwaldus,brihtwoldus
archebisceop,arcebisceop
percipitis,percipiatis
iniustitias,iniustitia
tempestatis,tempestates
tempestati,tempestates
cateringatune,pateringatune
pateringatunes,pateringatune
windlesoram,windesoram
windlesoren,windlesoran
windlesoras,windresoras
windlesora,windlesoran
genetricisque,genetricique
genitricique,genetricique
grithbryces,grithbryce
biscopriche,bissopriche
bissopriches,bissopriche
beneuolentia,beniuolentia
benevolentia,beniuolentia
hemmingeford,hemmingeforde
restructione,destructione
restrictione,destructione
inpensionem,inpensione
inueniuntur,inueniantur
crudelitate,crudelitatem
pertulerunt,pertulerant
obseruatore,obseruatores
aminiculis,adminiculis
constituatis,constitutis
constituetis,constitutis
qualiumcumque,qualiumcunque
cristianismus,cristianisimus
promptissima,promptisima
promptisimam,promptisimum
ramesiensis,ramesiensi
rameseiensi,ramesiensis
presidentium,residentium
appendicibus,apendicibus
inmutatione,imutatione
wirecestra,wirecestria
wigrecestra,wirecestre
wirecestram,wirecestria
wireceastra,wirecestria
transfrectare,transfretare
wincestriam,wincestram
resaisiantur,rescisiantur
nortumbrelanda,nortumbreland
balistarium,balistarius
balistarios,balistario
bucingehamscire,bucingehamscira
bucinghamscira,bucingehamscira
dimittendum,dimitendum
satisfationem,satisfactionem
salesberiam,salesberia
deueneshira,deuenesira
scealdeford,scaldeford
iudicabatur,iudicabitur
nobilissime,nobilisime
egneshamnensis,egneshamnensi
auctorisauit,auctorizauit
predictisque,predictique
predicteque,predictique
predictoque,predictique
predictaque,predictisque
desideraui,desiderauit
desiderabit,desiderabat
compleretur,compeleretur
sequebantur,sequebatur
sleteburna,sleiteburna
potentissimo,pontentissimo
pontificate,pontificante
teokesburia,teokesberia
teokesbiria,teokesberia
teokesberie,teokesbiria
teokesberi,teokesberia
terminandi,terminandis
wapentaciis,wapentacis
certificent,certificat
northwalsham,nortwalsham
cohercendam,cohercendum
torneiensis,torneiensi
conversantium,conuersantium
scitlingdon,sitlingdon
shitlingdone,scitlingdone
oxineforda,oxinefordam
carlolensi,carleolensi
carlolensis,karleolensis
carloliensi,carleolensi
carliolensi,carleolensi
aggravatione,aggrauatione
aggrauationem,aggrauationum
aggrauationes,aggrauatione
deposuerint,deposuerit
potestatiue,potestatiua
quantulocumque,quantulacumque
quantulamcumque,quantulumcumque
quantulacunque,quantulacumque
asignarentur,asignaretur
quiescentem,quiescente
conseruauerint,conseruauerit
watamestede,watamstede
whatamstede,whathamstede
hwatamstede,watamstede
periclitamur,pereclitamur
cisterciensem,cistercienses
cisterciense,cistercienses
portmanimot,portmanmot
portmanemot,portmanemote
balgenciaco,baugenciaco
wandragesilo,wandragesili
wandrigesili,wandragesili
sautemareis,sautemarais
condescendans,condescendens
persoluiset,persoluisent
egrediantur,egrediatur
regredientur,egredientur
egredietur,egredientur
colungerios,colungerius
oxoniensibus,exoniensibus
tensamentis,tensamenti
respondetur,respondeatur
mosterelium,mosterolium
musterolium,mosterolium
monsterolium,mosterolium
faucomberge,fauconberge
faucomberg,fauconberge
facomberge,fauconberge
faucouberge,fauconberge
impetrauerat,impetrauerit
impetraueret,impetrauerit
impetrauerim,impetrauerit
oseneiensi,oseneiensis
obscuritates,obscuritatis
scalingeford,scilingeford
flandrensem,flandrense
apelationum,apelationem
pacificatione,pacificationem
pacificationes,pacificationem
lanstauetone,lanstanetone
perhibeamus,perhibemus
camberlengo,camberlenco
camberlenge,camberleng
conseruatam,conseruata
constituerimus,constitueramus
constitueremus,constitueramus
representatione,representationem
berkhamstede,berkamstede
berkamsted,berkhamsted
blaunkeneie,blankeneie
blanckeneie,blanceneie
certissimum,certisimum
postulasent,postulaset
communionis,comunionis
ministrant,ministranti
burleistan,burleiestan
cistercensium,cisterciensium
mercenarios,mercenarius
mercenarium,mercenarius
integerrime,integerime
satisfecise,satisfeciset
inobediencie,inobedientie
inuadiabimus,inuadiauimus
distructionis,districtionis
hestelsceit,hestelscait
comparuise,comparuiset
comparuisent,comparuiset
comparuisset,comparuiset
hospitilariis,hospitalariis
hospitelariis,hospitalariis
indisolubilis,indisolubili
indissolubili,indissolubilia
indisolubile,indisolubilem
indisolubilia,indissolubilia
transtulerit,transtulerint
transtulerat,transtulerint
intrinsecis,intrincecis
intrinsecos,intrinseco
intrinsecum,intrinsecus
colecestrensis,colecestrensi
colecestrense,colecestrensem
colecestriensi,colecestrensi
plantauerat,plantauerit
plantauerint,plantauerunt
renuntiante,renuntiant
licesfeldenses,licesfeldensem
licefeldensem,licfeldensem
abiudicarunt,adiudicarunt
adiudicabunt,adiudicarunt
kenilewort,kenildewort
glowecestriensi,glouecestriensi
gloucestriensi,glowecestriensi
quietancia,quietanciam
cestrentona,cestrenetona
impercientes,imparcientes
impartientes,imparcientes
benefecerit,benefecerint
saresbirias,saresbiria
respondemus,respondeamus
interpelatione,interpelation
marescalcis,marescalis
transtuliset,transtulise
conquiescat,conquiescant
inpersonase,impersonase
iustiariis,iusticariis
iustitariis,iusticariis
condonationem,condonatione
condunatione,condonatione
huntercumb,huntercumbe
huntercoumbe,huntercumbe
adhibuerunt,adhibuerint
adhibuerit,adhibuerint
heremitagio,hereditagio
heremitagii,hereditarii
eremitagio,hereditagio
hermitagio,hereditagio
destinauerit,festinauerit
destinauerant,destinauerunt
uicecancelario,uicecancelarii
walengefordia,walingefordia
walingefordie,walingeford
respondiset,respondise
dependentem,dependente
perficiamus,perficiemus
hundemanbi,hundemanebi
hundemandbi,hundemanebi
depositione,depositiones
depositionem,repositionem
repositione,repositionem
scriptamque,criptamque
inobedienti,inobedientie
cliuelandia,cliuelandie
cliuelanda,cliuelandie
alfemestune,alfelmestune
alfelmestun,alfelmestune
alienauerit,alienauerint
renuntiaret,renuntiare
circumspecte,circumspecta
circumspecto,circumspector
bertolomeum,bartolomeum
distringitis,distringatis
premuniatur,premunitur
adquisituri,adquisitura
acquisitura,adquisitura
excommunicauerunt,excommunicaverunt
turmodestun,turmodetun
obedienciariis,obedienciarii
obedienciarios,obedienciarii
requirenda,requirendas
requirendis,requirendas
requirendos,requirendo
quietclamat,quieteclamat
winebodesham,winbodesham
brisingeham,brisingham
ingoldestorp,ingaldestorp
introduceret,introducere
susciperemur,susciperemus
susciperentur,susciperetur
brantingham,brantingeham
brentingeham,brantingham
warantizione,warantisione
neggligenciam,negligenciam
dimunatione,dimunitione
traherentur,traheretur
productionum,productionem
iustificaui,iustificari
iustificare,iustificari
demandandum,demandandam
demandanda,demandandam
hospitandos,hospitando
welingouer,welingouere
accipiendum,acipiendum
cessauerunt,cesauerunt
delinquentis,delinquentes
deliquentis,delinquentes
haningefeld,heningefeld
haningfelde,haningfeld
tusculanensi,tusculanensis
alocabuntur,locabuntur
spoliauerunt,spoliauerant
spoliauerint,spoliauerant
spoliauerat,spoliauerant
ramospalmarum,ramispalmarum
huntindone,huntindonie
omiserimus,comiserimus
ostendantur,ostendentur
cooperatoris,coopertoris
machinationibus,machinacionibus
cacinationibus,macinationibus
pecuniariis,pecuniarias
cremationem,creationem
deseruierint,deseruierit
deseruierunt,deseruierit
conquiruntur,conqueruntur
conquerantur,conqueruntur
skirningham,scirningham
inpotentia,inpotentiam
inpotentium,impotentiam
maidenestan,maidenstan
mortestern,mortesterne
wandlesford,wandesford
conferendum,conferendam
coruisarius,coruesarius
corueisarius,coruesarius
coruesariis,coruisarius
aforciamentum,eforciamentum
forciamentum,eforciamentum
deforciamentum,eforciamentum
werpesgraue,werpisgraue
conmorantem,comorantem
significatur,significatum
significatam,significatum
aramiauerant,aramiauerunt
submiserit,submiserint
cieueremunt,ceueremunt
agistamento,agistamenta
agistamenti,agistamenta
recoligendos,recoligendis
temptatore,temptatores
habundantiam,habundantia
habundanciam,habundantia
instituendam,instituendum
commendatio,comendatio
molendarium,molendarius
diuerterint,diuerterunt
diuerterent,diuerterunt
declarabimus,declarauimus
conuertendorum,conuertendarum
morieratum,morigeratum
inhabitabat,inhabitabit
inhabitabant,inhabitabit
specialitatem,specialitate
augmentatus,augmentamus
consuetudimbus,consuetudibus
incluserant,incluserunt
incluserint,incluserit
adiungendus,adiungendum
adiungendam,adiungenda
kinsedelega,kinsedeleg
interseritur,interseratur
infligenda,infligendam
infigendam,infligendam
absentauerint,absentauerit
consistentia,consistente
prostratorum,prostratarum
dampnificati,damnificati
ponderandas,ponderanda
ingredietur,ingredientur
ingrediemur,ingrediatur
ingreditur,ingredientur
itineratione,itinerationem
infirmandam,infirmandum
informandum,inormandum
inirmandum,infirmandum
ilegitimatione,legitimatione
legitimationem,legitimatione
norhamscire,norhamsire
acrescerent,acresceret
aspersione,aspersionem
ebdomadariis,ebdomadarii
edomadarii,ebdomadarii
hebdomadarii,hebdomadario
ebdomadario,edomadario
mouebuntur,amouebuntur
destinarunt,destinabunt
penitentiarius,penitentiarium
penitentiarum,penitentiarium
procreandam,procreanda
deputauerit,deputauerint
reputauerint,deputauerint
deputauerant,deputauerit
contrahendis,contrahendi
acquietando,acquietanda
ketelbertum,ketelbertus
cetelbertus,ketelbertus
ketelbernus,ketelbertus
euectionibus,electionibus
euentionibus,electionibus
neglegentia,negligentia
neglegentias,negligentiis
briclingeseie,britlingeseie
brihtlingeseie,britlingeseie
britlingeseia,briclingeseie
britlingeleie,britlingeseie
pasciscendi,paciscendi
westdonilande,westdonilanda
cauelationi,cauilationi
curtlintone,curtlinton
suficiebant,suficiebat
preparatione,reparatione
fouleresmede,fougleresmede
contestandam,contestandum
pronunciantes,pronuntiantes
cantuariens,cantuariensi
cantuarien,cantuariensi
promulgavit,promulgauit
insolingges,insolinges
uendicaset,uendicasset
uendicarent,uenditarent
asportandas,asportanda
conceduntur,concedantur
concedentur,concedetur
resingnabit,resignabit
retineatur,retineantur
retinentur,retineantur
celebrauimus,celebrabimus
lombescumbe,lomescumbe
